Site,Latitude,(deg),Longitude,(deg),EllipElev,(m),X,(m),Y,(m),Z,(m),Epoch,(yr),Net,Status,Last,yr.doy,Ant,Hght(m),Type,Dome
DMND,48.13677050,-117.16365953,718.1182,-1947063.03509,-3794492.79697,4727573.60556,2022.7616,WSRN,ACTIVE,2023.345,0.0000,TRM115000.00+S,SCIT
DOND,37.26425397,-119.69012833,665.8367,-2517566.34371,-4415531.18479,3841177.06923,2022.7616,CRTN,ACTIVE,2023.345,0.0000,TRM55971.00,TZGD
DONO,36.69249650,-119.01797926,1187.8829,-2484314.01635,-4478506.24680,3790794.42574,2022.7616,CRTN,ACTIVE,2023.345,0.0000,TRM55971.00,TZGD
DSME,33.03647932,-117.24954143,56.0826,-2450648.37452,-4758321.40419,3457381.54997,2022.7616,CRTN,ACTIVE,2022.317,0.0083,TPSCR.G3,SCIT
DSSC,33.73333214,-116.71209436,1660.8301,-2387389.82596,-4744301.18468,3522808.53605,2022.7616,NOTA,ACTIVE,2023.345,0.0083,ASH701945B_M,SCIT
DTPG,35.26746443,-117.84587955,910.2291,-2435476.02044,-4610339.11998,3662659.61107,2022.7616,SCGN,ACTIVE,2023.345,0.0083,TPSCR.G3,SCIT
DUBP,37.72762395,-121.85514024,202.7464,-2665860.69938,-4290368.25083,3881700.67496,2022.7616,NCGN,ACTIVE,2022.176,0.0083,TPSCR.G3,SCIT
DVPB,34.41341386,-117.86013303,1430.8503,-2462121.75314,-4657973.26858,3585180.71321,2022.7616,SCGN,ACTIVE,2023.345,0.0083,TWIVC6150,NONE
DVPT,47.65606956,-118.14781619,727.5703,-2030662.03089,-3795465.13288,4691741.00327,2022.7616,WSRN,ACTIVE,2023.345,0.0000,TRM115000.00,NONE
DYH2,33.93831570,-118.12746490,10.7878,-2497232.05816,-4671509.15036,3540778.14077,2022.7616,SCGN,ACTIVE,2023.345,0.0350,TWIVC6150,SCIS
EBMD,37.81500942,-122.28381056,-15.8184,-2694619.68204,-4265134.59618,3889233.68246,2022.7616,BARD,ACTIVE,2023.287,0.0083,TPSCR.G3,SCIT
ECFS,33.64768577,-117.41170024,801.3589,-2447237.57639,-4718841.12147,3514426.12844,2022.7616,NOTA,ACTIVE,2023.345,0.0083,TRM59800.99,SCIT
EDPP,34.94619506,-118.83041316,379.8389,-2524009.96449,-4585389.93632,3633193.25674,2022.7616,NOTA,ACTIVE,2023.345,0.0083,TRM59800.99,SCIT
ELLY,33.58349972,-118.12879093,-2.8964,-2507645.98302,-4690729.10071,3508051.82464,2022.7616,NOTA,ACTIVE,2023.247,0.0083,TRM59800.99,SCIT
ELSC,34.02973561,-118.20843865,61.1314,-2501172.10720,-4663017.04934,3549214.75431,2022.7616,SCGN,ACTIVE,2023.345,0.0083,TWIVC6150,NONE
ELSG,33.64914241,-117.42602481,811.3223,-2448379.84167,-4718157.02930,3514566.16175,2022.7616,SCGN,ACTIVE,2023.345,0.0083,TPSCR.G3,SCIT
ELSR,47.49760329,-122.76058606,115.1873,-2336134.79884,-3630453.86985,4679402.64060,2022.7616,UNKN,ACTIVE,2023.345,0.0000,TRM115000.00+S,SCIT
ELTN,34.70311829,-118.42573423,916.4899,-2499101.69478,-4617034.15225,3611360.75023,2022.7616,SCGN,ACTIVE,2023.345,0.0350,TRM57971.00,NONE
ENTR,45.43125534,-117.28808435,1126.5696,-2055922.79725,-3985310.81016,4521913.32948,2022.7616,ORGN,ACTIVE,2023.345,0.0000,SEPCHOKE_B3E6,SPKE
ENUM,47.20620598,-121.95558610,227.0459,-2297550.51636,-3683199.53209,4657535.66836,2022.7616,WSRN,ACTIVE,2023.345,0.0000,TRM115000.00+S,SCIT
EOCG,34.45084831,-119.76978139,42.4422,-2614239.67238,-4570307.45180,3587821.12214,2022.7616,SCGN,ACTIVE,2023.345,0.0083,TRM57971.00,SCIT
